entry	class	subclass	soundoverridesubclass	material	displayid	inventorytype	sheath	comment
"27152"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27153"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27154"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27155"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27156"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27157"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27158"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27159"	"4"	"1"	"-1"	"7"	"26202"	"16"	"0"	"Cloth"
"27160"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27161"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27190"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27191"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27192"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27193"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27194"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27195"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27197"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27198"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27199"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27200"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27201"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27202"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27203"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27232"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27233"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27234"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27235"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27236"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27237"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27238"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27239"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27240"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27241"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27242"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27243"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27244"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27245"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27274"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27275"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27276"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27277"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27278"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27279"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27280"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27281"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27282"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27283"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27284"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27285"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27286"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27287"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27530"	"4"	"1"	"-1"	"7"	"16704"	"6"	"0"	"Cloth"
"27960"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"27973"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"28007"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"28020"	"4"	"1"	"-1"	"7"	"16707"	"16"	"0"	"Cloth"
"29256"	"4"	"1"	"-1"	"7"	"35519"	"6"	"0"	"Cloth"
"29855"	"4"	"1"	"-1"	"7"	"40468"	"20"	"0"	"Cloth"
"29865"	"4"	"1"	"-1"	"7"	"40468"	"20"	"0"	"Cloth"
"29875"	"4"	"1"	"-1"	"7"	"40482"	"20"	"0"	"Cloth"
"29876"	"4"	"1"	"-1"	"7"	"40482"	"20"	"0"	"Cloth"
"29878"	"4"	"1"	"-1"	"7"	"36354"	"20"	"0"	"Cloth"
"29879"	"4"	"1"	"-1"	"7"	"36354"	"20"	"0"	"Cloth"
"30203"	"4"	"1"	"-1"	"-1"	"41736"	"3"	"0"	"Cloth"
"30537"	"4"	"1"	"-1"	"7"	"42444"	"7"	"0"	"Cloth"
"30718"	"4"	"1"	"-1"	"7"	"12645"	"20"	"0"	"Cloth"
"30920"	"4"	"1"	"-1"	"7"	"43211"	"5"	"0"	"Cloth"
"30921"	"4"	"1"	"-1"	"7"	"43212"	"7"	"0"	"Cloth"
"33027"	"4"	"1"	"-1"	"1"	"51619"	"6"	"0"	"Cloth"
"33073"	"4"	"1"	"0"	"0"	"46034"	"1"	"0"	"Cloth"
"33074"	"4"	"1"	"0"	"0"	"46037"	"1"	"0"	"Cloth"
"33075"	"4"	"1"	"0"	"0"	"46038"	"1"	"0"	"Cloth"
"33118"	"4"	"1"	"-1"	"7"	"40622"	"3"	"0"	"Cloth"
"33636"	"4"	"1"	"-1"	"7"	"45714"	"20"	"0"	"Cloth"
"33656"	"4"	"1"	"-1"	"7"	"45974"	"10"	"0"	"Cloth"
"33657"	"4"	"1"	"-1"	"7"	"45975"	"1"	"0"	"Cloth"
"33658"	"4"	"1"	"-1"	"7"	"46107"	"7"	"0"	"Cloth"
"33659"	"4"	"1"	"-1"	"7"	"45976"	"3"	"0"	"Cloth"
"37946"	"4"	"1"	"-1"	"6"	"51338"	"8"	"0"	"Cloth"
"37951"	"4"	"1"	"-1"	"7"	"51326"	"7"	"0"	"Cloth"
"37972"	"4"	"1"	"-1"	"6"	"51339"	"8"	"0"	"Cloth"
"37973"	"4"	"1"	"-1"	"7"	"51327"	"7"	"0"	"Cloth"
"37974"	"4"	"1"	"-1"	"7"	"15218"	"16"	"0"	"Cloth"
"37975"	"4"	"1"	"-1"	"7"	"49464"	"3"	"0"	"Cloth"
"37977"	"4"	"1"	"-1"	"7"	"51199"	"3"	"0"	"Cloth"
"37978"	"4"	"1"	"-1"	"7"	"51304"	"5"	"0"	"Cloth"
"37979"	"4"	"1"	"-1"	"7"	"51232"	"8"	"0"	"Cloth"
"38253"	"4"	"1"	"-1"	"7"	"15206"	"16"	"0"	"Cloth"
"38279"	"4"	"1"	"-1"	"7"	"50568"	"8"	"0"	"Cloth"
"38316"	"4"	"1"	"-1"	"7"	"10448"	"3"	"0"	"Cloth"
"38492"	"4"	"1"	"-1"	"7"	"16700"	"5"	"0"	"Cloth"
"38493"	"4"	"1"	"-1"	"7"	"16701"	"7"	"0"	"Cloth"
"38494"	"4"	"1"	"-1"	"7"	"16706"	"3"	"0"	"Cloth"
"38495"	"4"	"1"	"-1"	"7"	"16702"	"10"	"0"	"Cloth"
"38738"	"4"	"1"	"-1"	"7"	"51312"	"6"	"0"	"Cloth"
"38740"	"4"	"1"	"-1"	"7"	"51370"	"20"	"0"	"Cloth"
"38742"	"4"	"1"	"-1"	"7"	"51208"	"3"	"0"	"Cloth"
"39321"	"4"	"1"	"-1"	"7"	"51737"	"16"	"0"	"Cloth"
"39813"	"4"	"1"	"-1"	"7"	"51145"	"10"	"0"	"Cloth"
"40654"	"4"	"1"	"-1"	"7"	"45335"	"20"	"0"	"Cloth"
"40655"	"4"	"1"	"-1"	"7"	"45335"	"20"	"0"	"Cloth"
"40656"	"4"	"1"	"-1"	"7"	"45335"	"20"	"0"	"Cloth"
"40657"	"4"	"1"	"-1"	"7"	"45335"	"20"	"0"	"Cloth"
"40658"	"4"	"1"	"-1"	"7"	"50012"	"3"	"0"	"Cloth"
"40659"	"4"	"1"	"-1"	"7"	"50012"	"3"	"0"	"Cloth"
"40660"	"4"	"1"	"-1"	"7"	"50012"	"3"	"0"	"Cloth"
"40661"	"4"	"1"	"-1"	"7"	"50012"	"3"	"0"	"Cloth"
"40662"	"4"	"1"	"-1"	"7"	"51007"	"9"	"0"	"Cloth"
"40663"	"4"	"1"	"-1"	"7"	"51007"	"9"	"0"	"Cloth"
"40664"	"4"	"1"	"-1"	"7"	"51007"	"9"	"0"	"Cloth"
"40665"	"4"	"1"	"-1"	"7"	"51007"	"9"	"0"	"Cloth"
"40760"	"4"	"1"	"-1"	"7"	"52726"	"9"	"0"	"Cloth"
"40761"	"4"	"1"	"-1"	"7"	"52737"	"8"	"0"	"Cloth"
"40763"	"4"	"1"	"-1"	"7"	"52732"	"10"	"0"	"Cloth"
"40764"	"4"	"1"	"-1"	"7"	"52734"	"7"	"0"	"Cloth"
"40765"	"4"	"1"	"-1"	"7"	"52736"	"3"	"0"	"Cloth"
"40766"	"4"	"1"	"-1"	"7"	"52735"	"20"	"0"	"Cloth"
"41856"	"4"	"1"	"-1"	"7"	"50007"	"1"	"0"	"Cloth"
"41861"	"4"	"1"	"-1"	"7"	"49963"	"20"	"0"	"Cloth"
"41866"	"4"	"1"	"-1"	"7"	"49964"	"7"	"0"	"Cloth"
"41871"	"4"	"1"	"-1"	"7"	"50010"	"3"	"0"	"Cloth"
"41876"	"4"	"1"	"-1"	"7"	"49960"	"10"	"0"	"Cloth"
"41883"	"4"	"1"	"-1"	"7"	"48686"	"6"	"0"	"Cloth"
"41887"	"4"	"1"	"-1"	"7"	"48688"	"8"	"0"	"Cloth"
"41895"	"4"	"1"	"-1"	"7"	"48687"	"9"	"0"	"Cloth"
"41906"	"4"	"1"	"-1"	"7"	"48688"	"8"	"0"	"Cloth"
"41917"	"4"	"1"	"-1"	"7"	"50007"	"1"	"0"	"Cloth"
"41923"	"4"	"1"	"-1"	"7"	"49963"	"20"	"0"	"Cloth"
"41929"	"4"	"1"	"-1"	"7"	"49964"	"7"	"0"	"Cloth"
"41936"	"4"	"1"	"-1"	"7"	"50010"	"3"	"0"	"Cloth"
"41942"	"4"	"1"	"-1"	"7"	"49960"	"10"	"0"	"Cloth"
"41948"	"4"	"1"	"-1"	"7"	"50007"	"1"	"0"	"Cloth"
"41952"	"4"	"1"	"-1"	"7"	"49963"	"20"	"0"	"Cloth"
"41955"	"4"	"1"	"-1"	"7"	"49963"	"20"	"0"	"Cloth"
"41961"	"4"	"1"	"-1"	"7"	"49964"	"7"	"0"	"Cloth"
"41967"	"4"	"1"	"-1"	"7"	"50010"	"3"	"0"	"Cloth"
"41973"	"4"	"1"	"-1"	"7"	"49960"	"10"	"0"	"Cloth"
"42085"	"4"	"1"	"-1"	"5"	"53264"	"16"	"0"	"Cloth"
"42086"	"4"	"1"	"-1"	"5"	"53264"	"16"	"0"	"Cloth"
"42087"	"4"	"1"	"-1"	"5"	"53264"	"16"	"0"	"Cloth"
"42089"	"4"	"1"	"-1"	"5"	"53264"	"16"	"0"	"Cloth"
"42090"	"4"	"1"	"-1"	"5"	"53264"	"16"	"0"	"Cloth"
"42091"	"4"	"1"	"-1"	"5"	"53910"	"16"	"0"	"Cloth"
"43040"	"4"	"1"	"-1"	"7"	"35556"	"9"	"0"	"Cloth"
"43041"	"4"	"1"	"-1"	"7"	"53960"	"10"	"0"	"Cloth"
"43042"	"4"	"1"	"-1"	"7"	"53953"	"20"	"0"	"Cloth"
"43052"	"4"	"1"	"-1"	"7"	"53955"	"3"	"0"	"Cloth"
"43060"	"4"	"1"	"-1"	"7"	"53973"	"20"	"0"	"Cloth"
"44730"	"4"	"1"	"-1"	"7"	"44949"	"1"	"0"	"Cloth"
"45366"	"4"	"1"	"-1"	"7"	"58258"	"10"	"0"	"Cloth"
"45499"	"4"	"1"	"-1"	"7"	"54686"	"9"	"0"	"Cloth"
"46229"	"4"	"1"	"-1"	"7"	"58280"	"1"	"0"	"Cloth"
"46393"	"4"	"1"	"-1"	"7"	"33257"	"20"	"0"	"Cloth"
"46394"	"4"	"1"	"-1"	"7"	"33258"	"20"	"0"	"Cloth"
"47102"	"4"	"1"	"-1"	"7"	"60350"	"20"	"0"	"Cloth"
"47103"	"4"	"1"	"-1"	"7"	"60352"	"10"	"0"	"Cloth"
"47136"	"4"	"1"	"-1"	"7"	"29798"	"3"	"0"	"Cloth"
"47333"	"4"	"1"	"-1"	"7"	"59028"	"16"	"0"	"Cloth"
"47335"	"4"	"1"	"-1"	"7"	"59734"	"10"	"0"	"Cloth"
"47337"	"4"	"1"	"-1"	"7"	"59004"	"9"	"0"	"Cloth"
"47340"	"4"	"1"	"-1"	"7"	"59727"	"8"	"0"	"Cloth"
"47341"	"4"	"1"	"-1"	"7"	"58998"	"16"	"0"	"Cloth"
"47344"	"4"	"1"	"-1"	"7"	"59732"	"7"	"0"	"Cloth"
"47355"	"4"	"1"	"-1"	"7"	"59728"	"9"	"0"	"Cloth"
"47360"	"4"	"1"	"-1"	"7"	"59508"	"20"	"0"	"Cloth"
"47368"	"4"	"1"	"-1"	"7"	"59024"	"8"	"0"	"Cloth"
"47370"	"4"	"1"	"-1"	"7"	"58997"	"16"	"0"	"Cloth"
"47375"	"4"	"1"	"-1"	"7"	"59726"	"6"	"0"	"Cloth"
"47386"	"4"	"1"	"-1"	"7"	"35430"	"16"	"0"	"Cloth"
"47387"	"4"	"1"	"-1"	"7"	"59010"	"7"	"0"	"Cloth"
"47398"	"4"	"1"	"-1"	"7"	"59021"	"20"	"0"	"Cloth"
"47404"	"4"	"1"	"-1"	"7"	"59003"	"6"	"0"	"Cloth"
"47405"	"4"	"1"	"-1"	"7"	"51374"	"16"	"0"	"Cloth"
"47406"	"4"	"1"	"-1"	"7"	"59028"	"16"	"0"	"Cloth"
"47542"	"4"	"1"	"-1"	"7"	"59202"	"20"	"0"	"Cloth"
"47543"	"4"	"1"	"-1"	"7"	"59202"	"20"	"0"	"Cloth"
"47544"	"4"	"1"	"-1"	"7"	"59202"	"20"	"0"	"Cloth"
"47555"	"4"	"1"	"-1"	"7"	"59028"	"16"	"0"	"Cloth"
"48986"	"4"	"1"	"-1"	"7"	"60184"	"7"	"0"	"Cloth"
"48995"	"4"	"1"	"-1"	"7"	"60159"	"7"	"0"	"Cloth"
"50245"	"4"	"1"	"-1"	"7"	"63839"	"6"	"0"	"Cloth"
"50246"	"4"	"1"	"-1"	"7"	"63840"	"9"	"0"	"Cloth"
"50247"	"4"	"1"	"-1"	"7"	"63845"	"8"	"0"	"Cloth"
"50280"	"4"	"1"	"-1"	"7"	"63884"	"6"	"0"	"Cloth"
"50281"	"4"	"1"	"-1"	"7"	"63885"	"9"	"0"	"Cloth"
"50282"	"4"	"1"	"-1"	"7"	"63886"	"8"	"0"	"Cloth"
"50389"	"4"	"1"	"-1"	"7"	"64164"	"6"	"0"	"Cloth"
"50390"	"4"	"1"	"-1"	"7"	"64165"	"9"	"0"	"Cloth"
"50395"	"4"	"1"	"-1"	"7"	"64166"	"8"	"0"	"Cloth"
"50485"	"4"	"1"	"-1"	"7"	"59726"	"6"	"0"	"Cloth"
"50500"	"4"	"1"	"-1"	"7"	"58977"	"16"	"0"	"Cloth"
"50501"	"4"	"1"	"-1"	"7"	"59508"	"20"	"0"	"Cloth"
"50515"	"4"	"1"	"-1"	"7"	"61862"	"3"	"0"	"Cloth"
"50523"	"4"	"1"	"-1"	"7"	"59728"	"9"	"0"	"Cloth"
"50525"	"4"	"1"	"-1"	"7"	"51374"	"16"	"0"	"Cloth"
"50533"	"4"	"1"	"-1"	"7"	"59989"	"1"	"0"	"Cloth"
"50535"	"4"	"1"	"-1"	"7"	"61891"	"10"	"0"	"Cloth"
"50540"	"4"	"1"	"-1"	"7"	"59028"	"16"	"0"	"Cloth"
"50549"	"4"	"1"	"-1"	"7"	"58998"	"16"	"0"	"Cloth"
"50558"	"4"	"1"	"-1"	"7"	"56215"	"9"	"0"	"Cloth"
"50566"	"4"	"1"	"-1"	"7"	"59733"	"7"	"0"	"Cloth"
"50571"	"4"	"1"	"-1"	"7"	"59735"	"8"	"0"	"Cloth"
"50574"	"4"	"1"	"-1"	"7"	"61867"	"6"	"0"	"Cloth"
"50589"	"4"	"1"	"-1"	"7"	"61875"	"20"	"0"	"Cloth"
"50590"	"4"	"1"	"-1"	"7"	"59035"	"16"	"0"	"Cloth"
"50594"	"4"	"1"	"-1"	"7"	"59006"	"10"	"0"	"Cloth"
"50747"	"4"	"1"	"-1"	"7"	"61878"	"10"	"0"	"Cloth"
"50748"	"4"	"1"	"-1"	"7"	"61892"	"1"	"0"	"Cloth"
"50749"	"4"	"1"	"-1"	"7"	"61894"	"7"	"0"	"Cloth"
"50750"	"4"	"1"	"-1"	"7"	"62580"	"5"	"0"	"Cloth"
"50751"	"4"	"1"	"-1"	"7"	"61895"	"3"	"0"	"Cloth"
"50900"	"4"	"1"	"-1"	"7"	"63883"	"3"	"0"	"Cloth"
"50901"	"4"	"1"	"-1"	"7"	"63882"	"20"	"0"	"Cloth"
"50902"	"4"	"1"	"-1"	"7"	"63881"	"7"	"0"	"Cloth"
"50903"	"4"	"1"	"-1"	"7"	"63880"	"1"	"0"	"Cloth"
"50904"	"4"	"1"	"-1"	"7"	"63879"	"10"	"0"	"Cloth"
"50920"	"4"	"1"	"-1"	"7"	"63975"	"7"	"0"	"Cloth"
"50921"	"4"	"1"	"-1"	"7"	"63976"	"20"	"0"	"Cloth"
"50922"	"4"	"1"	"-1"	"7"	"63978"	"3"	"0"	"Cloth"
"50923"	"4"	"1"	"-1"	"7"	"63973"	"10"	"0"	"Cloth"
"50924"	"4"	"1"	"-1"	"7"	"63974"	"1"	"0"	"Cloth"
"50925"	"4"	"1"	"-1"	"7"	"63974"	"1"	"0"	"Cloth"
"50926"	"4"	"1"	"-1"	"7"	"64087"	"10"	"0"	"Cloth"
"50927"	"4"	"1"	"-1"	"7"	"63978"	"3"	"0"	"Cloth"
"50928"	"4"	"1"	"-1"	"7"	"63976"	"20"	"0"	"Cloth"
"50929"	"4"	"1"	"-1"	"7"	"63975"	"7"	"0"	"Cloth"
"50950"	"4"	"1"	"-1"	"7"	"63846"	"3"	"0"	"Cloth"
"50951"	"4"	"1"	"-1"	"7"	"63844"	"20"	"0"	"Cloth"
"50952"	"4"	"1"	"-1"	"7"	"63984"	"7"	"0"	"Cloth"
"50953"	"4"	"1"	"-1"	"7"	"63842"	"1"	"0"	"Cloth"
"50954"	"4"	"1"	"-1"	"7"	"63841"	"10"	"0"	"Cloth"
"51060"	"4"	"1"	"-1"	"7"	"63883"	"3"	"0"	"Cloth"
"51061"	"4"	"1"	"-1"	"7"	"63882"	"20"	"0"	"Cloth"
"51062"	"4"	"1"	"-1"	"7"	"63881"	"7"	"0"	"Cloth"
"51063"	"4"	"1"	"-1"	"7"	"63880"	"1"	"0"	"Cloth"
"51064"	"4"	"1"	"-1"	"7"	"63879"	"10"	"0"	"Cloth"
"51080"	"4"	"1"	"-1"	"7"	"63975"	"7"	"0"	"Cloth"
"51081"	"4"	"1"	"-1"	"7"	"63976"	"20"	"0"	"Cloth"
"51082"	"4"	"1"	"-1"	"7"	"63978"	"3"	"0"	"Cloth"
"51083"	"4"	"1"	"-1"	"7"	"63973"	"10"	"0"	"Cloth"
"51084"	"4"	"1"	"-1"	"7"	"63974"	"1"	"0"	"Cloth"
"51085"	"4"	"1"	"-1"	"7"	"63974"	"1"	"0"	"Cloth"
"51086"	"4"	"1"	"-1"	"7"	"64087"	"10"	"0"	"Cloth"
"51087"	"4"	"1"	"-1"	"7"	"63978"	"3"	"0"	"Cloth"
"51088"	"4"	"1"	"-1"	"7"	"63976"	"20"	"0"	"Cloth"
"51089"	"4"	"1"	"-1"	"7"	"63975"	"7"	"0"	"Cloth"
"51110"	"4"	"1"	"-1"	"7"	"63846"	"3"	"0"	"Cloth"
"51111"	"4"	"1"	"-1"	"7"	"63844"	"20"	"0"	"Cloth"
"51112"	"4"	"1"	"-1"	"7"	"63984"	"7"	"0"	"Cloth"
"51113"	"4"	"1"	"-1"	"7"	"63842"	"1"	"0"	"Cloth"
"51114"	"4"	"1"	"-1"	"7"	"63841"	"10"	"0"	"Cloth"
"51617"	"4"	"1"	"-1"	"7"	"63883"	"3"	"0"	"Cloth"
"51618"	"4"	"1"	"-1"	"7"	"63882"	"20"	"0"	"Cloth"
"51619"	"4"	"1"	"-1"	"7"	"63881"	"7"	"0"	"Cloth"
"51620"	"4"	"1"	"-1"	"7"	"63880"	"1"	"0"	"Cloth"
"51621"	"4"	"1"	"-1"	"7"	"63879"	"10"	"0"	"Cloth"
"51637"	"4"	"1"	"-1"	"7"	"63975"	"7"	"0"	"Cloth"
"51638"	"4"	"1"	"-1"	"7"	"63976"	"20"	"0"	"Cloth"
"51639"	"4"	"1"	"-1"	"7"	"63978"	"3"	"0"	"Cloth"
"51640"	"4"	"1"	"-1"	"7"	"63973"	"10"	"0"	"Cloth"
"51641"	"4"	"1"	"-1"	"7"	"63974"	"1"	"0"	"Cloth"
"51642"	"4"	"1"	"-1"	"7"	"63974"	"1"	"0"	"Cloth"
"51643"	"4"	"1"	"-1"	"7"	"64087"	"10"	"0"	"Cloth"
"51644"	"4"	"1"	"-1"	"7"	"63978"	"3"	"0"	"Cloth"
"51645"	"4"	"1"	"-1"	"7"	"63976"	"20"	"0"	"Cloth"
"51646"	"4"	"1"	"-1"	"7"	"63975"	"7"	"0"	"Cloth"
"51667"	"4"	"1"	"-1"	"7"	"63846"	"3"	"0"	"Cloth"
"51668"	"4"	"1"	"-1"	"7"	"63844"	"20"	"0"	"Cloth"
"51669"	"4"	"1"	"-1"	"7"	"63984"	"7"	"0"	"Cloth"
"51670"	"4"	"1"	"-1"	"7"	"63842"	"1"	"0"	"Cloth"
"51671"	"4"	"1"	"-1"	"7"	"63841"	"10"	"0"	"Cloth"
"917"	"4"	"2"	"-1"	"8"	"1080"	"5"	"0"	"Leather"
"1022"	"4"	"2"	"-1"	"8"	"15299"	"1"	"0"	"Leather"
"1023"	"4"	"2"	"-1"	"8"	"15297"	"1"	"0"	"Leather"
"1170"	"4"	"2"	"-1"	"8"	"8647"	"5"	"0"	"Leather"
"1279"	"4"	"2"	"-1"	"8"	"13255"	"1"	"0"	"Leather"
"1371"	"4"	"2"	"-1"	"8"	"5495"	"3"	"0"	"Leather"
"1424"	"4"	"2"	"-1"	"8"	"7836"	"3"	"0"	"Leather"
"1435"	"4"	"2"	"-1"	"8"	"2960"	"3"	"0"	"Leather"
"1508"	"4"	"2"	"-1"	"8"	"2563"	"3"	"0"	"Leather"
"1535"	"4"	"2"	"-1"	"8"	"1787"	"5"	"0"	"Leather"
"1684"	"4"	"2"	"-1"	"8"	"13256"	"1"	"0"	"Leather"
"1999"	"4"	"2"	"-1"	"8"	"1330"	"5"	"0"	"Leather"
"2038"	"4"	"2"	"-1"	"8"	"13248"	"1"	"0"	"Leather"
"2255"	"4"	"2"	"-1"	"8"	"2057"	"10"	"0"	"Leather"
"2301"	"4"	"2"	"-1"	"8"	"2083"	"8"	"0"	"Leather"
"2952"	"4"	"2"	"-1"	"8"	"3040"	"5"	"0"	"Leather"
"2993"	"4"	"2"	"-1"	"8"	"13252"	"1"	"0"	"Leather"
"3059"	"4"	"2"	"-1"	"8"	"13252"	"1"	"0"	"Leather"
"3060"	"4"	"2"	"-1"	"8"	"6730"	"8"	"0"	"Leather"
"3061"	"4"	"2"	"-1"	"8"	"9112"	"5"	"0"	"Leather"
"3064"	"4"	"2"	"-1"	"8"	"3205"	"7"	"0"	"Leather"
"3459"	"4"	"2"	"-1"	"8"	"2563"	"3"	"0"	"Leather"
"3528"	"4"	"2"	"-1"	"8"	"6764"	"5"	"0"	"Leather"
"3532"	"4"	"2"	"-1"	"8"	"6766"	"7"	"0"	"Leather"
"3533"	"4"	"2"	"-1"	"8"	"6762"	"8"	"0"	"Leather"
"3534"	"4"	"2"	"-1"	"8"	"6765"	"10"	"0"	"Leather"
"3535"	"4"	"2"	"-1"	"8"	"6763"	"9"	"0"	"Leather"
"3537"	"4"	"2"	"-1"	"8"	"6722"	"5"	"0"	"Leather"
"3538"	"4"	"2"	"-1"	"8"	"6743"	"5"	"0"	"Leather"
"3539"	"4"	"2"	"-1"	"8"	"6724"	"7"	"0"	"Leather"
"3540"	"4"	"2"	"-1"	"8"	"6745"	"7"	"0"	"Leather"
"3541"	"4"	"2"	"-1"	"8"	"6720"	"8"	"0"	"Leather"
"3542"	"4"	"2"	"-1"	"8"	"6741"	"8"	"0"	"Leather"
"3543"	"4"	"2"	"-1"	"8"	"6723"	"10"	"0"	"Leather"
"3544"	"4"	"2"	"-1"	"8"	"6744"	"10"	"0"	"Leather"
"3545"	"4"	"2"	"-1"	"8"	"6721"	"9"	"0"	"Leather"
"3546"	"4"	"2"	"-1"	"8"	"6742"	"9"	"0"	"Leather"
"3547"	"4"	"2"	"-1"	"8"	"6784"	"5"	"0"	"Leather"
"3548"	"4"	"2"	"-1"	"8"	"6786"	"7"	"0"	"Leather"
"3549"	"4"	"2"	"-1"	"8"	"6785"	"10"	"0"	"Leather"
"3887"	"4"	"2"	"-1"	"8"	"13249"	"1"	"0"	"Leather"
"4190"	"4"	"2"	"-1"	"8"	"8660"	"5"	"0"	"Leather"
"4192"	"4"	"2"	"-1"	"8"	"4919"	"10"	"0"	"Leather"
"4194"	"4"	"2"	"-1"	"8"	"4494"	"9"	"0"	"Leather"
"4195"	"4"	"2"	"-1"	"8"	"4493"	"8"	"0"	"Leather"
"4442"	"4"	"2"	"-1"	"8"	"2563"	"3"	"0"	"Leather"
"4664"	"4"	"2"	"-1"	"8"	"2563"	"3"	"0"	"Leather"
"4673"	"4"	"2"	"-1"	"8"	"2563"	"3"	"0"	"Leather"
"4691"	"4"	"2"	"-1"	"8"	"2563"	"3"	"0"	"Leather"
"4764"	"4"	"2"	"-1"	"8"	"6716"	"3"	"0"	"Leather"
"4811"	"4"	"2"	"-1"	"8"	"6781"	"3"	"0"	"Leather"
"4853"	"4"	"2"	"-1"	"8"	"15330"	"1"	"0"	"Leather"
"4955"	"4"	"2"	"-1"	"8"	"5414"	"3"	"0"	"Leather"
"5294"	"4"	"2"	"-1"	"8"	"9587"	"10"	"0"	"Leather"
"5295"	"4"	"2"	"-1"	"8"	"9587"	"10"	"0"	"Leather"
"5296"	"4"	"2"	"-1"	"8"	"9587"	"10"	"0"	"Leather"
"5297"	"4"	"2"	"-1"	"8"	"9587"	"10"	"0"	"Leather"
"5298"	"4"	"2"	"-1"	"8"	"9587"	"10"	"0"	"Leather"
"5307"	"4"	"2"	"-1"	"8"	"13300"	"1"	"0"	"Leather"
"5308"	"4"	"2"	"-1"	"8"	"7530"	"10"	"0"	"Leather"
"6606"	"4"	"2"	"-1"	"8"	"12503"	"3"	"0"	"Leather"
"11344"	"4"	"2"	"-1"	"8"	"21256"	"20"	"0"	"Leather"
"11345"	"4"	"2"	"-1"	"8"	"17212"	"7"	"0"	"Leather"
